Unnamed: 0,filename,address,Tỉnh/Thành phố,Quận/Huyện,Phường/Xã,Tên đường,Số nhà,Ghi chú
44,p108-l14_20250404-160805,"466, Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,14,Lê Văn Sỹ,466,"Đường , Phường , , Tp Hồ Chí Minh"
45,p108-l6_20250404-160805,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,14,Hồng Bàng,14,"Đường , Phường , , Tp Hồ Chí Minh"
46,p109-l12_20250404-160805,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,13,Lê Văn Sỹ,13,"Đường , Phường , , Tp Hồ Chí Minh"
47,p109-l19_20250404-160805,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Thuận Tây,,7,"Nguyễn Văn Linh, Phường , , Tp Hồ Chí Minh"
48,p11-l17_20250404-160139,"Cách Mạng Tháng Tám, Phường 12, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,12,,12,"Cách Mạng Tháng Tám, Phường , , Tp Hồ Chí Minh"
49,p11-l18_20250404-160139,"Đường Cách Mạng Tháng 8, Phường 10, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,10,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
50,p110-l10_20250404-160805,"Đường Hòa Bình, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Hòa Bình,5,"Đường , Phường , , Tp Hồ Chí Minh"
51,p110-l13_20250404-160805,"Đường An Dương Vương, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,An Dương Vương,11,"Đường , Phường , , Tp Hồ Chí Minh"
52,p110-l16_20250404-160805,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Trần Quang Khải,1,"Đường , Phường , , Tp Hồ Chí Minh"
53,p110-l18_20250404-160805,"Đường Khánh Hội, Phường 9, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,9,Khánh Hội,9,"Đường , Phường , , Tp Hồ Chí Minh"
54,p110-l4_20250404-160805,"Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Bến Thành,Lê Thị Riêng,1,"Đường , Phường , , Tp Hồ Chí Minh"
55,p110-l5_20250404-160805,"Cầu Nguyễn Văn Cừ, Phường 1, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,1,,1,"Cầu Nguyễn Văn Cừ, Phường , , Tp Hồ Chí Minh"
56,p110-l6_20250404-160805,"Đường Võ Văn Kiệt, Phường 12, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,12,Võ Văn Kiệt,12,"Đường , Phường , , Tp Hồ Chí Minh"
57,p111-l10_20250404-160805,"44, Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Nguyễn Ngọc Lộc,44,"Đường , Phường , , Tp Hồ Chí Minh"
58,p111-l3_20250404-160805,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,,6,"Cầu Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
59,p112-l10_20250404-160805,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,Huỳnh Tấn Phát,7,"Đường Huỳnh Tấn P, Phường Phú Thuận, , Tp Hồ Chí Minh"
60,p112-l17_20250404-160805,"Đường Hồng Bàng, Phường 1, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,1,Hồng Bàng,1,"Đường , Phường , , Tp Hồ Chí Minh"
61,p112-l9_20250404-160805,"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,Huỳnh Tấn Phát,7,"Đường Huỳnh Tấn P, Phường Bình Thuận, , Tp Hồ Chí Minh"
62,p113-l14_20250404-160805,"Đường Kinh Dương Vương, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Kinh Dương Vương,10,"Đường , Phường , , Tp Hồ Chí Minh"
63,p113-l3_20250404-160805,"Đường Tôn Thất Thuyết, Phường 16, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,16,Tôn Thất Thuyết,16,"Đường , Phường , , Tp Hồ Chí Minh"
64,p113-l4_20250404-160805,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Lý Chiêu Hoàng,10,"Đường , Phường , , Tp Hồ Chí Minh"
65,p113-l6_20250404-160805,"Đường Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nguyễn Thông,3,"Đường , Phường , , Tp Hồ Chí Minh"
66,p114-l2_20250404-160805,"Đường Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,Nguyễn Tri Phương,6,"Đường Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
67,p114-l3_20250404-160805,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
68,p115-l17_20250404-160805,"Đường Vòng xoay Lê Đại Hành, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Vòng xoay Lê Đại Hành,14,"Đường , Phường , , Tp Hồ Chí Minh"
69,p117-l0_20250404-160805,"Đường An Dương Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,9,An Dương Vương,9,"Đường , Phường , , Tp Hồ Chí Minh"
70,p117-l14_20250404-160805,"359, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Lê Văn Sỹ,359,"Đường , Phường , , Tp Hồ Chí Minh"
71,p117-l19_20250404-160805,"Đường Tôn Thất Thuyết, Phường 15, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,15,Tôn Thất Thuyết,15,"Đường , Phường , , Tp Hồ Chí Minh"
72,p117-l2_20250404-160805,"Đường Cách Mạng Tháng 8, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,9,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
73,p117-l3_20250404-160805,"Đường Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,12,Cao Thắng,12,"Đường , Phường , , Tp Hồ Chí Minh"
74,p117-l9_20250404-160805,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Cầu Kho,Trần Hưng Đạo,1,"Đường , Phường , , Tp Hồ Chí Minh"
75,p118-l0_20250404-160805,"52, Đường Gia Phú, Phường 13, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hú,Gia Phú,52,"Đường Gia P, Phường 13, , Tp Hồ Chí Minh"
76,p119-l10_20250404-160805,"Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,Nguyễn Tri Phương,9,"Đường Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
77,p119-l7_20250404-160805,"Đường số 3, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Kiểng,số 3,3,"Đường , Phường , , Tp Hồ Chí Minh"
78,p119-l9_20250404-160805,"Đường Ký Hòa, Phường 11, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,11,Ký Hòa,11,"Đường , Phường , , Tp Hồ Chí Minh"
79,p12-l10_20250404-160139,"118, Hẻm 118 Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,118,"Hẻm  Đường , Phường , , Tp Hồ Chí Minh"
80,p12-l12_20250404-160139,"Đường Tân Hòa Đông, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,Tân Hòa Đông,13,"Đường , Phường , , Tp Hồ Chí Minh"
81,p12-l14_20250404-160139,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
82,p12-l18_20250404-160139,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Bến Thành,Nguyễn Trãi,1,"Đường , Phường , , Tp Hồ Chí Minh"
83,p120-l12_20250404-160805,"Đường Hòa Bình, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Hòa Bình,5,"Đường , Phường , , Tp Hồ Chí Minh"
84,p120-l13_20250404-160805,"Đường Kinh Dương Vương, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Kinh Dương Vương,11,"Đường , Phường , , Tp Hồ Chí Minh"
85,p120-l14_20250404-160805,"Đường Hòa Bình, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Hòa Bình,5,"Đường , Phường , , Tp Hồ Chí Minh"
86,p120-l17_20250404-160805,"Đường Tân Thới Nhất 5, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Tân Thới Nhất,Tân Thới Nhất 5,5,"Đường  , Phường , , Tp Hồ Chí Minh"
87,p120-l4_20250404-160805,"Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thạnh Lộc,Thạnh Lộc 29,29,"Đường  , Phường , , Tp Hồ Chí Minh"
88,p120-l5_20250404-160805,"Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thạnh Lộc,Thạnh Lộc 29,29,"Đường  , Phường , , Tp Hồ Chí Minh"
89,p120-l7_20250404-160805,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Tô Ký,12,"Đường , Phường , , Tp Hồ Chí Minh"
90,p120-l8_20250404-160805,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,14,Tân Hòa Đông,14,"Đường , Phường , , Tp Hồ Chí Minh"
91,p121-l13_20250404-160805,"Đường Hồng Bàng, Phường 1, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,1,Hồng Bàng,1,"Đường , Phường , , Tp Hồ Chí Minh"
92,p121-l14_20250404-160805,"Đường Lê Tuấn Mậu, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,Lê Tuấn Mậu,13,"Đường , Phường , , Tp Hồ Chí Minh"
93,p122-l10_20250404-160805,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,,6,"Cầu Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
94,p122-l12_20250404-160805,"Đường An Dương Vương, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,An Dương Vương,13,"Đường , Phường , , Tp Hồ Chí Minh"
95,p122-l13_20250404-160805,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,,6,"Cầu Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
96,p122-l14_20250404-160805,"Đường Ngã Bảy Lý Thái Tổ, Phường 1, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,1,Ngã Bảy Lý Thái Tổ,1,"Đường , Phường , , Tp Hồ Chí Minh"
97,p122-l15_20250404-160805,"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,12,Hậu Giang,12,"Đường , Phường , , Tp Hồ Chí Minh"
98,p122-l16_20250404-160805,"Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hú,Trần Phú,4,"Đường Trần P, Phường , , Tp Hồ Chí Minh"
99,p122-l9_20250404-160805,"Đường Hòa Bình, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Hòa Bình,5,"Đường , Phường , , Tp Hồ Chí Minh"
100,p123-l11_20250404-160805,"Đường Chợ Lớn, Phường 11, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,11,Chợ Lớn,11,"Đường , Phường , , Tp Hồ Chí Minh"
101,p124-l14_20250404-160805,"Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,2,Nguyễn Văn Cừ,2,"Đường , Phường , , Tp Hồ Chí Minh"
102,p124-l18_20250404-160805,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thạnh Lộc,Hà Huy Giáp,12,"Đường , Phường , , Tp Hồ Chí Minh"
103,p124-l19_20250404-160805,"Đường Cách Mạng Tháng 8, Phường 13, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,13,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
104,p124-l5_20250404-160805,"Đường An Bình, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,6,An Bình,6,"Đường , Phường , , Tp Hồ Chí Minh"
105,p124-l7_20250404-160805,"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,12,Hậu Giang,12,"Đường , Phường , , Tp Hồ Chí Minh"
106,p125-l13_20250404-160805,"Đường Hậu Giang, Phường 2, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,2,Hậu Giang,2,"Đường , Phường , , Tp Hồ Chí Minh"
107,p125-l15_20250404-160805,"Đường An Dương Vương, Phường 12, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,12,An Dương Vương,12,"Đường , Phường , , Tp Hồ Chí Minh"
108,p125-l19_20250404-160805,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
109,p125-l3_20250404-160805,"Đường Hồ Bá Kiện, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Hồ Bá Kiện,15,"Đường , Phường , , Tp Hồ Chí Minh"
110,p126-l11_20250404-160805,"Đường Hòa Bình, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Hòa Bình,5,"Đường , Phường , , Tp Hồ Chí Minh"
111,p126-l16_20250404-160805,"Đường Hùng Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,9,Hùng Vương,9,"Đường , Phường , , Tp Hồ Chí Minh"
112,p126-l17_20250404-160805,"Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,2,Nguyễn Trãi,2,"Đường , Phường , , Tp Hồ Chí Minh"
113,p126-l7_20250404-160805,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Phú,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
114,p126-l8_20250404-160805,"Hẻm 458 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,,458,"Hẻm  Huỳnh Tấn P, Phường Bình Thuận, , Tp Hồ Chí Minh"
115,p127-l10_20250404-160805,"Đường Cách Mạng Tháng 8, Phường 13, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,13,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
116,p127-l1_20250404-160805,"Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,2,Nguyễn Trãi,2,"Đường , Phường , , Tp Hồ Chí Minh"
117,p127-l4_20250404-160805,"Vòng Xoay Lê Đại Hành, Phường 10, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,10,,10,"Vòng Xoay Lê Đại Hành, Phường , , Tp Hồ Chí Minh"
118,p127-l6_20250404-160805,"Đường Hậu Giang, Phường 12, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,12,Hậu Giang,12,"Đường , Phường , , Tp Hồ Chí Minh"
119,p128-l11_20250404-160805,"KHU DÂN CƯ BÌNH CHÁNH, Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Bình Chánh,hong Phú,Nguyễn Văn Linh,,"KHU DÂN CƯ BÌNH CHÁNH, Đường , Xã P, , Tp Hồ Chí Minh"
120,p128-l14_20250404-160805,"Đường Vòng xoay Lê Đại Hành, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Vòng xoay Lê Đại Hành,14,"Đường , Phường , , Tp Hồ Chí Minh"
121,p128-l15_20250404-160805,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Lý Chính Thắng,3,"Đường , Phường , , Tp Hồ Chí Minh"
122,p128-l3_20250404-160805,"Đường vành đai Đầm Sen, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,vành đai Đầm Sen,3,"Đường , Phường , , Tp Hồ Chí Minh"
123,p128-l7_20250404-160805,"Đường Cách Mạng Tháng 8, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
124,p128-l8_20250404-160805,"Đường Trần Quang Diệu, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Trần Quang Diệu,12,"Đường , Phường , , Tp Hồ Chí Minh"
125,p129-l16_20250404-160805,"Đường Khánh Hội, Phường 6, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,6,Khánh Hội,6,"Đường , Phường , , Tp Hồ Chí Minh"
126,p129-l19_20250404-160805,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
127,p129-l7_20250404-160805,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Lê Văn Sỹ,12,"Đường , Phường , , Tp Hồ Chí Minh"
128,p129-l8_20250404-160805,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thạnh Lộc,Hà Huy Giáp,12,"Đường , Phường , , Tp Hồ Chí Minh"
129,p129-l9_20250404-160805,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,Nguyễn Trãi,1,"Đường , Phường , , Tp Hồ Chí Minh"
130,p13-l12_20250404-160139,"Hẻm 463B Cách mạng tháng 8, Phường 13, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,13,,463B,"Hẻm  Cách mạng tháng 8, Phường , , Tp Hồ Chí Minh"
131,p13-l14_20250404-160139,"Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,3,Nguyễn Trãi,3,"Đường , Phường , , Tp Hồ Chí Minh"
132,p13-l15_20250404-160139,"Đường Cách Mạng Tháng 8, Phường 13, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,13,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
133,p13-l3_20250404-160139,"Đường Cách Mạng Tháng 8, Phường 13, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,13,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
134,p13-l5_20250404-160139,"Đường An Dương Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,9,An Dương Vương,9,"Đường , Phường , , Tp Hồ Chí Minh"
135,p13-l8_20250404-160139,"Đường 3 Tháng 2, Phường 11, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,11,3 Tháng 2,3,"Đường , Phường , , Tp Hồ Chí Minh"
136,p130-l10_20250404-160805,"58, Đường Tôn Thất Thuyết, Phường 4, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,4,Tôn Thất Thuyết,58,"Đường , Phường , , Tp Hồ Chí Minh"
137,p130-l13_20250404-160805,"Đường Bùng Binh Trung Sơn - Dương Bá Trạc, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Bình Chánh,Hồ Chí Minh,Bùng Binh Trung Sơn - Dương Bá Trạc,,"Đường , Xã Bình Hưng, , Tp"
138,p130-l3_20250404-160805,"Đường Cách Mạng Tháng 8, Phường 10, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,10,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
139,p130-l5_20250404-160805,"Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Bình Chánh,hạm Hùng,Phạm Hùng,,"Đường P, Xã Bình Hưng, , Tp Hồ Chí Minh"
140,p130-l9_20250404-160805,"51, Hẻm 51 Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hục Man,,51,"Hẻm  Lý P, Phường Bình Thuận, , Tp Hồ Chí Minh"
141,p131-l11_20250404-160805,"Đường Lạc Long Quân, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Lạc Long Quân,14,"Đường , Phường , , Tp Hồ Chí Minh"
142,p131-l15_20250404-160805,"Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,2,Nguyễn Trãi,2,"Đường , Phường , , Tp Hồ Chí Minh"
143,p131-l17_20250404-160805,"Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Lạc Long Quân,3,"Đường , Phường , , Tp Hồ Chí Minh"
144,p131-l19_20250404-160805,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Phú,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
145,p131-l6_20250404-160805,"335, Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,14,Lê Văn Sỹ,335,"Đường , Phường , , Tp Hồ Chí Minh"
146,p131-l9_20250404-160805,"Đường Đông Hưng Thuận 2, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Đông Hưng Thuận,Đông Hưng Thuận 2,2,"Đường  , Phường , , Tp Hồ Chí Minh"
