Unnamed: 0,filename,address,Tỉnh/Thành phố,Quận/Huyện,Phường/Xã,Tên đường,Số nhà,Ghi chú
330,p18-l3_20250404-160139,"Đường Nguyễn Văn Đừng, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,6,Nguyễn Văn Đừng,6,"Đường , Phường , , Tp Hồ Chí Minh"
331,p180-l11_20250404-173602,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,14,Hồng Bàng,14,"Đường , Phường , , Tp Hồ Chí Minh"
332,p180-l13_20250404-173602,"Đường Võ Văn Kiệt, Phường 13, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,13,Võ Văn Kiệt,13,"Đường , Phường , , Tp Hồ Chí Minh"
333,p180-l14_20250404-173602,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Lý Chiêu Hoàng,10,"Đường , Phường , , Tp Hồ Chí Minh"
334,p180-l16_20250404-173602,"Đường Bình Tiên, Phường 7, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,7,Bình Tiên,7,"Đường , Phường , , Tp Hồ Chí Minh"
335,p180-l5_20250404-173602,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,,6,"Cầu Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
336,p181-l0_20250404-173602,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Lý Chiêu Hoàng,10,"Đường , Phường , , Tp Hồ Chí Minh"
337,p181-l14_20250404-173602,"Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,3,Nguyễn Trãi,3,"Đường , Phường , , Tp Hồ Chí Minh"
338,p181-l15_20250404-173602,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Thuận Đông,Bùi Văn Ba,7,"Đường , Phường , , Tp Hồ Chí Minh"
339,p181-l6_20250404-173602,"Đường Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,Nguyễn Văn Cừ,1,"Đường , Phường , , Tp Hồ Chí Minh"
340,p182-l10_20250404-173602,"Đường Hậu Giang, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Hậu Giang,10,"Đường , Phường , , Tp Hồ Chí Minh"
341,p182-l14_20250404-173602,"Đường Lê Tuấn Mậu, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,Lê Tuấn Mậu,13,"Đường , Phường , , Tp Hồ Chí Minh"
342,p182-l16_20250404-173602,"Đường Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,8,Văn Thân,8,"Đường , Phường , , Tp Hồ Chí Minh"
343,p182-l17_20250404-173602,"156, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,156,"Đường , Phường , , Tp Hồ Chí Minh"
344,p182-l18_20250404-173602,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nam Kỳ Khởi Nghĩa,3,"Đường , Phường , , Tp Hồ Chí Minh"
345,p182-l2_20250404-173602,"Đường Hoàng Sa, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,9,Hoàng Sa,9,"Đường , Phường , , Tp Hồ Chí Minh"
346,p183-l10_20250404-173602,"Trần Đình Xu, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Cầu Kho,,1,"Trần Đình Xu, Phường , , Tp Hồ Chí Minh"
347,p183-l12_20250404-173602,"Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,13,Tô Hiến Thành,13,"Đường , Phường , , Tp Hồ Chí Minh"
348,p183-l7_20250404-173602,"Đường Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Võ Thị Sáu,3,"Đường , Phường , , Tp Hồ Chí Minh"
349,p183-l8_20250404-173602,"Đường Vĩnh Khánh, Phường 10, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,10,Vĩnh Khánh,10,"Đường , Phường , , Tp Hồ Chí Minh"
350,p184-l11_20250404-173602,"Đường Trần Quang Khải, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Đa Kao,Trần Quang Khải,1,"Đường , Phường , , Tp Hồ Chí Minh"
351,p184-l12_20250404-173602,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Lý Chính Thắng,3,"Đường , Phường , , Tp Hồ Chí Minh"
352,p184-l14_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Chợ Lớn,11,"Đường , Phường , , Tp Hồ Chí Minh"
353,p184-l1_20250404-173602,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Đa Kao,Nguyễn Văn Thủ,1,"Đường , Phường , , Tp Hồ Chí Minh"
354,p184-l6_20250404-173602,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Lý Chiêu Hoàng,10,"Đường , Phường , , Tp Hồ Chí Minh"
355,p185-l19_20250404-173602,"Đường Lê Thánh Tôn, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Bến Thành,Lê Thánh Tôn,1,"Đường , Phường , , Tp Hồ Chí Minh"
356,p185-l3_20250404-173602,"Đường Ðường Số 1 Cư Xá Đô Thành, Phường 4, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,4,Ðường Số 1 Cư Xá Đô Thành,1,"Đường , Phường , , Tp Hồ Chí Minh"
357,p186-l10_20250404-173602,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Tô Ký,12,"Đường , Phường , , Tp Hồ Chí Minh"
358,p186-l11_20250404-173602,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,Nguyễn Trãi,1,"Đường , Phường , , Tp Hồ Chí Minh"
359,p186-l16_20250404-173602,"Đường Bà Hạt, Phường 4, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,4,Bà Hạt,4,"Đường , Phường , , Tp Hồ Chí Minh"
360,p186-l5_20250404-173602,"Đường Hồng Bàng, Phường 1, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,1,Hồng Bàng,1,"Đường , Phường , , Tp Hồ Chí Minh"
361,p186-l7_20250404-173602,"Đường Âu Cơ, Phường 14, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,14,Âu Cơ,14,"Đường , Phường , , Tp Hồ Chí Minh"
362,p187-l19_20250404-173602,"Đường Tôn Thất Thuyết, Phường 16, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,16,Tôn Thất Thuyết,16,"Đường , Phường , , Tp Hồ Chí Minh"
363,p187-l1_20250404-173602,"244, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,An Phú Đông,Vườn Lài,244,"Đường , Phường , , Tp Hồ Chí Minh"
364,p187-l3_20250404-173602,"Đường Quán Tre, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Quán Tre,12,"Đường , Phường , , Tp Hồ Chí Minh"
365,p188-l12_20250404-173602,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Cầu Kho,Trần Hưng Đạo,1,"Đường , Phường , , Tp Hồ Chí Minh"
366,p188-l1_20250404-173602,"Đường Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nguyễn Thông,3,"Đường , Phường , , Tp Hồ Chí Minh"
367,p188-l5_20250404-173602,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
368,p188-l8_20250404-173602,"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thạnh Lộc,Thạnh Lộc 19,19,"Đường  , Phường , , Tp Hồ Chí Minh"
369,p189-l10_20250404-173602,"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Bình Chánh,hạm Hùng,,,"P, Xã Bình Hưng, , Tp Hồ Chí Minh"
370,p189-l11_20250404-173602,"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Bình Chánh,hạm Hùng,,,"P, Xã Bình Hưng, , Tp Hồ Chí Minh"
371,p189-l2_20250404-173602,"142, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,142,"Đường , Phường , , Tp Hồ Chí Minh"
372,p19-l13_20250404-160139,"Đường Trần Hưng Đạo, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,6,Trần Hưng Đạo,6,"Đường , Phường , , Tp Hồ Chí Minh"
373,p19-l3_20250404-160139,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,,6,"Cầu Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
374,p190-l4_20250404-173602,"Đường Võ Văn Kiệt, Phường 10, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,10,Võ Văn Kiệt,10,"Đường , Phường , , Tp Hồ Chí Minh"
375,p190-l5_20250404-173602,"Chợ Lớn, Phường 10, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,10,,10,"Chợ Lớn, Phường , , Tp Hồ Chí Minh"
376,p190-l6_20250404-173602,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,,6,"Cầu Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
377,p191-l14_20250404-173602,"320, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,320,"Đường , Phường , , Tp Hồ Chí Minh"
378,p191-l15_20250404-173602,"Hẻm 359, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Lê Văn Sỹ,359,"Hẻm , Đường , Phường , , Tp Hồ Chí Minh"
379,p191-l19_20250404-173602,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,4,Nguyễn Đình Chiểu,4,"Đường , Phường , , Tp Hồ Chí Minh"
380,p191-l1_20250404-173602,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
381,p191-l4_20250404-173602,"Đường Nguyễn Tri Phương, Phường 5, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,Nguyễn Tri Phương,5,"Đường Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
382,p191-l9_20250404-173602,"Đường Cách Mạng Tháng 8, Phường 4, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,4,Cách Mạng Tháng 8,8,"Đường , Phường , , Tp Hồ Chí Minh"
383,p192-l2_20250404-173602,"429, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Lê Văn Sỹ,429,"Đường , Phường , , Tp Hồ Chí Minh"
384,p192-l3_20250404-173602,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
385,p193-l15_20250404-173602,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,Nguyễn Trãi,1,"Đường , Phường , , Tp Hồ Chí Minh"
386,p193-l6_20250404-173602,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,Huỳnh Tấn Phát,7,"Đường Huỳnh Tấn P, Phường Phú Thuận, , Tp Hồ Chí Minh"
387,p193-l7_20250404-173602,"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,Huỳnh Tấn Phát,7,"Đường Huỳnh Tấn P, Phường Bình Thuận, , Tp Hồ Chí Minh"
388,p194-l15_20250404-173602,"Cách Mạng Tháng Tám, Phường 13, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,13,,13,"Cách Mạng Tháng Tám, Phường , , Tp Hồ Chí Minh"
389,p194-l18_20250404-173602,"Đường An Dương Vương, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,An Dương Vương,11,"Đường , Phường , , Tp Hồ Chí Minh"
390,p194-l3_20250404-173602,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Trần Quang Khải,1,"Đường , Phường , , Tp Hồ Chí Minh"
391,p194-l6_20250404-173602,"Đường Ba Tháng Hai, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Ba Tháng Hai,14,"Đường , Phường , , Tp Hồ Chí Minh"
392,p194-l9_20250404-173602,"Chợ Lớn, Phường 12, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,12,,12,"Chợ Lớn, Phường , , Tp Hồ Chí Minh"
393,p195-l11_20250404-173602,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,14,Tân Hòa Đông,14,"Đường , Phường , , Tp Hồ Chí Minh"
394,p195-l15_20250404-173602,"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hục Man,Lý Phục Man,7,"Đường Lý P, Phường Bình Thuận, , Tp Hồ Chí Minh"
395,p195-l16_20250404-173602,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Thuận Đông,Bùi Văn Ba,7,"Đường , Phường , , Tp Hồ Chí Minh"
396,p195-l17_20250404-173602,"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hục Man,Lý Phục Man,7,"Đường Lý P, Phường Bình Thuận, , Tp Hồ Chí Minh"
397,p195-l1_20250404-173602,"Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Lạc Long Quân,3,"Đường , Phường , , Tp Hồ Chí Minh"
398,p195-l8_20250404-173602,"268, Nguyễn Thái Bình, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,,268,"Nguyễn Thái Bình, Phường , , Tp Hồ Chí Minh"
399,p196-l13_20250404-173602,"Chợ Lớn, Phường 12, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,12,,12,"Chợ Lớn, Phường , , Tp Hồ Chí Minh"
400,p197-l12_20250404-173602,"Đường Đoàn Văn Bơ, Phường 18, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,18,Đoàn Văn Bơ,18,"Đường , Phường , , Tp Hồ Chí Minh"
401,p197-l14_20250404-173602,"Đường Đoàn Văn Bơ, Phường 18, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,18,Đoàn Văn Bơ,18,"Đường , Phường , , Tp Hồ Chí Minh"
402,p197-l4_20250404-173602,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
403,p197-l6_20250404-173602,"34, Hẻm 34 Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hục Man,,34,"Hẻm  Lý P, Phường Bình Thuận, , Tp Hồ Chí Minh"
404,p198-l10_20250404-173602,"1321, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,Huỳnh Tấn Phát,1321,"Đường Huỳnh Tấn P, Phường Phú Thuận, , Tp Hồ Chí Minh"
405,p198-l11_20250404-173602,"Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Lạc Long Quân,3,"Đường , Phường , , Tp Hồ Chí Minh"
406,p198-l12_20250404-173602,"281, Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Lý Thường Kiệt,281,"Đường , Phường , , Tp Hồ Chí Minh"
407,p198-l15_20250404-173602,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nam Kỳ Khởi Nghĩa,3,"Đường , Phường , , Tp Hồ Chí Minh"
408,p198-l16_20250404-173602,"Đường Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nguyễn Thông,3,"Đường , Phường , , Tp Hồ Chí Minh"
409,p198-l9_20250404-173602,"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,12,Hậu Giang,12,"Đường , Phường , , Tp Hồ Chí Minh"
410,p199-l0_20250404-173602,"Tân Mỹ, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Quy,,7,"Tân Mỹ, Phường , , Tp Hồ Chí Minh"
411,p199-l8_20250404-173602,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Lý Chiêu Hoàng,10,"Đường , Phường , , Tp Hồ Chí Minh"
412,p199-l9_20250404-173602,"Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Bình Chánh,hạm Hùng,Phạm Hùng,,"Đường P, Xã Bình Hưng, , Tp Hồ Chí Minh"
413,p2-l0_20250404-155959,"số 1, Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thới An,,1,"số , Lê Văn Khương, Phường , , Tp Hồ Chí Minh"
414,p2-l10_20250404-155959,"Đường Bắc Hải, Phường 6, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,6,Bắc Hải,6,"Đường , Phường , , Tp Hồ Chí Minh"
415,p20-l12_20250404-160139,"Đường Xóm Đất, Phường 10, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,10,Xóm Đất,10,"Đường , Phường , , Tp Hồ Chí Minh"
416,p20-l13_20250404-160139,"Đường Nguyễn Văn Luông, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Nguyễn Văn Luông,10,"Đường , Phường , , Tp Hồ Chí Minh"
417,p20-l3_20250404-160139,"Đường Nguyễn Văn Giai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Đa Kao,Nguyễn Văn Giai,1,"Đường , Phường , , Tp Hồ Chí Minh"
418,p20-l8_20250404-160139,"Đường Hồng Bàng, Phường 1, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,1,Hồng Bàng,1,"Đường , Phường , , Tp Hồ Chí Minh"
419,p200-l14_20250404-173602,"Hẻm 5 Nguyễn Trung Ngạn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Bến Nghé,,5,"Hẻm  Nguyễn Trung Ngạn, Phường , , Tp Hồ Chí Minh"
420,p200-l3_20250404-173602,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,9,Nguyễn Thông,9,"Đường , Phường , , Tp Hồ Chí Minh"
421,p21-l11_20250404-160139,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Trần Quang Khải,1,"Đường , Phường , , Tp Hồ Chí Minh"
422,p21-l3_20250404-160139,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,14,Trần Quang Diệu,14,"Đường , Phường , , Tp Hồ Chí Minh"
423,p21-l6_20250404-160139,"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,Cống Quỳnh,1,"Đường , Phường , , Tp Hồ Chí Minh"
424,p21-l8_20250404-160139,"142, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,142,"Đường , Phường , , Tp Hồ Chí Minh"
425,p22-l11_20250404-160139,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
426,p22-l16_20250404-160139,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
427,p22-l19_20250404-160139,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
428,p22-l2_20250404-160139,"Cầu Nguyễn Văn Cừ, Phường 1, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,1,,1,"Cầu Nguyễn Văn Cừ, Phường , , Tp Hồ Chí Minh"
429,p23-l3_20250404-160139,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Lý Chiêu Hoàng,10,"Đường , Phường , , Tp Hồ Chí Minh"
430,p23-l6_20250404-160139,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Lý Thường Kiệt,14,"Đường , Phường , , Tp Hồ Chí Minh"
431,p24-l12_20250404-160139,"Đường Trần Hưng Đạo, Phường 5, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,5,Trần Hưng Đạo,5,"Đường , Phường , , Tp Hồ Chí Minh"
432,p24-l15_20250404-160139,"Đường Bình Phú, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,hú,Bình Phú,11,"Đường Bình P, Phường , , Tp Hồ Chí Minh"
433,p24-l5_20250404-160139,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Lý Chiêu Hoàng,10,"Đường , Phường , , Tp Hồ Chí Minh"
434,p25-l16_20250404-160139,"Nguyễn Tri Phương, Phường 6, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hương,,6,"Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
435,p25-l1_20250404-160139,"Đường Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Trần Văn Kiểu,10,"Đường , Phường , , Tp Hồ Chí Minh"
436,p26-l0_20250404-160139,"Đường Lê Hồng Phong, Phường 1, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,1,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
437,p26-l12_20250404-160139,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nam Kỳ Khởi Nghĩa,3,"Đường , Phường , , Tp Hồ Chí Minh"
438,p26-l14_20250404-160139,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,14,Trần Quang Diệu,14,"Đường , Phường , , Tp Hồ Chí Minh"
439,p26-l9_20250404-160139,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Kiểng,Lâm Văn Bền,7,"Đường , Phường , , Tp Hồ Chí Minh"
440,p27-l10_20250404-160139,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,9,Nguyễn Thông,9,"Đường , Phường , , Tp Hồ Chí Minh"
441,p27-l15_20250404-160139,"Đường Bắc Hải, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Bắc Hải,14,"Đường , Phường , , Tp Hồ Chí Minh"
442,p27-l16_20250404-160139,"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Tân Thới Hiệp,Nguyễn Thị Kiểu,12,"Đường , Phường , , Tp Hồ Chí Minh"
