filename,price,area,room_type,location,utilities,gender_requirement,contact,notes,bedrooms,bathrooms
p106-l10_20250404-160805,", tr",,phòng trọ,quận 10,máy lạnh;ban công,không yêu cầu,,gần đầm sen – không phí dịch vụ  ‼️ phòng đẹp;gần đầm sen,,
p106-l13_20250404-160805,", tr",,chung cư mini,quận 10,ban công,không yêu cầu,,gần siêu thị,1.0,
p106-l2_20250404-160805,3tr,,,q8,,không yêu cầu,,,,
p107-l1_20250404-160805,", k",,,q11,,không yêu cầu,,,,
p107-l4_20250404-160805,,,phòng trọ,,,không yêu cầu,,gần trường tôn đức thắng,,
p107-l6_20250404-160805,,,,,,không yêu cầu,,,,
p107-l8_20250404-160805,", tr",,,quận 1,máy lạnh,không yêu cầu,,gần các tiện ích như chợ bến thành,,
p108-l12_20250404-160805,2tr,,,,máy lạnh;máy giặt,không yêu cầu,,gần bến xe miền tây,,
p108-l14_20250404-160805,,20m2,,quận 3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần cầu lê văn sỹ,,
p108-l6_20250404-160805,", k",,,,,không yêu cầu,,,,
p109-l12_20250404-160805,", tr",,chung cư mini,quận 3,,không yêu cầu,,gần cầu lê văn sỹ,,
p109-l19_20250404-160805,4tr,,phòng trọ,quận 7,máy lạnh,không yêu cầu,,gần trường đại học ;gần khu chế xuất tân thuận ,,
p11-l17_20250404-160139,5tr,,chung cư mini,q10,ban công;máy giặt,không yêu cầu,,gần cv lê thị riêng,1.0,
p11-l18_20250404-160139,4k,,,q3,,không yêu cầu,,,,
p110-l10_20250404-160805,,,phòng trọ,quận 11,máy giặt,không yêu cầu,,,,
p110-l13_20250404-160805,,,,quận 11,,không yêu cầu,,,,
p110-l16_20250404-160805,,,,quận 1,,không yêu cầu,,gần các địa điểm chợ tân định,,
p110-l18_20250404-160805,,,,q4,,không yêu cầu,,,,
p110-l4_20250404-160805,", k",,,quận 1,,không yêu cầu,,,,
p110-l5_20250404-160805,7  k,,,q8,,không yêu cầu,,gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p110-l6_20250404-160805,7  k,,,q6,,không yêu cầu,,gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p111-l10_20250404-160805,", k",1 m,,quận 10,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần các trường đại học : ueh,,
p111-l3_20250404-160805,2tr,,,q8,,không yêu cầu,,,,
p112-l10_20250404-160805,,,phòng trọ,quận 7,máy giặt,không yêu cầu,,,,
p112-l17_20250404-160805,,,phòng trọ,quận 11,,không yêu cầu,,gần chợ - siêu thị  • nhiều quán ăn - uống giá rẻ   điện 4,,
p112-l9_20250404-160805,4tr,,phòng trọ,quận 7,máy giặt,không yêu cầu,,gần các trường đh lớn như: tdtu,,
p113-l14_20250404-160805,", k",,,quận 6,máy lạnh;tủ lạnh,không yêu cầu,,,,
p113-l3_20250404-160805,,,chung cư mini,quận 4,,không yêu cầu,,,1.0,
p113-l4_20250404-160805,", tr",,,quận 5,,không yêu cầu,,,,
p113-l6_20250404-160805,4k,,,quận 3,wifi,không yêu cầu,,,,
p114-l2_20250404-160805,,,,q8,,không yêu cầu,,gần ngay parc mall q8 - đối diện stu  nvs riêng   giờ giấc tự do - không chung chủ  còn 30 phòng nhanh tay xem trước  lh hân xem trực tiếp,,
p114-l3_20250404-160805,,,,quận 10,,không yêu cầu,,,,
p115-l17_20250404-160805,4tr,,,q11,tủ lạnh,không yêu cầu,,,,
p117-l0_20250404-160805,3tr,,phòng trọ,quận 10,máy giặt,không yêu cầu,,,,
p117-l14_20250404-160805,", k",25m²,,quận 3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần coopmart nhiêu lộc địa chỉ: 359 lê văn sỹ;gần coopmart nhiêu lộc;gần nhiều quán ăn uống,,
p117-l19_20250404-160805,4k,,,,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p117-l2_20250404-160805,4k,,,q3,wifi,không yêu cầu,,,,
p117-l3_20250404-160805,4k,,,q10,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p117-l9_20250404-160805,,,,q1,,không yêu cầu,,,,
p118-l0_20250404-160805,,,,quận 5,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần đh y dược cách 5 phút;gần đh y dược và chợ kim biên quận 5 thoáng mát,,
p119-l10_20250404-160805,", k",,chung cư mini,q8,,không yêu cầu,,gần các trường ueh,1.0,
p119-l7_20250404-160805,5.5tr,,phòng trọ,quận 7,,không yêu cầu,,,,
p119-l9_20250404-160805,,,,quận 5,,không yêu cầu,,,1.0,
p12-l10_20250404-160139,", k",25m2,chung cư mini,quận 7,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần lotte,,
p12-l12_20250404-160139,200k,,,q6,máy lạnh,không yêu cầu,,gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p12-l14_20250404-160139,4tr,,,q11,,không yêu cầu,,,,
p12-l18_20250404-160139,,,,,,không yêu cầu,,,,
p120-l12_20250404-160805,3tr,,,,ban công,không yêu cầu,,,,
p120-l13_20250404-160805,3tr,,,,,không yêu cầu,,,,
p120-l14_20250404-160805,,,,,ban công,không yêu cầu,,,,
p120-l17_20250404-160805,3tr,,,q12,máy lạnh,không yêu cầu,,,,
p120-l4_20250404-160805,3k,,,,máy lạnh;máy giặt,không yêu cầu,,,,
p120-l5_20250404-160805,3k,,,,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p120-l7_20250404-160805,", k",,,,máy lạnh;tủ lạnh,không yêu cầu,,,,
p120-l8_20250404-160805,3tr,,,,,không yêu cầu,,,,
p121-l13_20250404-160805,3tr,,phòng trọ,,,không yêu cầu,,,,
p121-l14_20250404-160805,,,,,,không yêu cầu,,,,
p122-l10_20250404-160805,2tr,,,q8,,nam,,,,
p122-l12_20250404-160805,3tr,,,quận 6,máy lạnh;ban công,không yêu cầu,,,,
p122-l13_20250404-160805,5tr,,,q5,máy lạnh;ban công;tủ lạnh,không yêu cầu,,gần các đại học: ueh,,
p122-l14_20250404-160805,", k",,,,,không yêu cầu,,,,
p122-l15_20250404-160805,", k",,,q5,máy giặt;tủ lạnh,không yêu cầu,,,,
p122-l16_20250404-160805,", k",,,q5,máy giặt,không yêu cầu,,,,
p122-l9_20250404-160805,3k,,phòng trọ,,,không yêu cầu,,,,
p123-l11_20250404-160805,4k,,,,,không yêu cầu,,,,
p124-l14_20250404-160805,4k,,,,,không yêu cầu,,,,
p124-l18_20250404-160805,"3,4 triệu",,,quận 12,tủ lạnh,không yêu cầu,,,1.0,
p124-l19_20250404-160805,10   tr,,,q10,,không yêu cầu,,gần vòng xoay dân chủ,,
p124-l5_20250404-160805,,,,,,không yêu cầu,,,,
p124-l7_20250404-160805,4tr,,,q6,,không yêu cầu,,,,
p125-l13_20250404-160805,,,,,,không yêu cầu,,,,
p125-l15_20250404-160805,", k",,,quận 6,máy lạnh,không yêu cầu,,gần aeon bình tân,,
p125-l19_20250404-160805,", k",,,quận 10,,không yêu cầu,,,,
p125-l3_20250404-160805,4k,,,q10,,không yêu cầu,,,,
p126-l11_20250404-160805,.  k,,,quận11,máy lạnh;ban công,không yêu cầu,,gần đầm sen,,
p126-l16_20250404-160805,,,,,,không yêu cầu,,,,
p126-l17_20250404-160805,", k",,,nguyễn trãi,,không yêu cầu,,,,
p126-l7_20250404-160805,5tr,,phòng trọ,quận 7,,không yêu cầu,,,,
p126-l8_20250404-160805,26k,,,quận 7,,không yêu cầu,,,,
p127-l10_20250404-160805,,,chung cư mini,quận 10,ban công;máy giặt,không yêu cầu,,,1.0,
p127-l1_20250404-160805,,,,nguyễn trãi,,không yêu cầu,,gần nhà   lh hân xem trực tiếp,,
p127-l4_20250404-160805,3tr,,,q11,,không yêu cầu,,,,
p127-l6_20250404-160805,", k",,phòng ghép,q6,,nam,,gần vòng xoay phú lâm phòng trọ gần công viên phú lâm phòng trọ gần chợ phú lâm,,
p128-l11_20250404-160805,3tr,,phòng trọ,q8,máy giặt,không yêu cầu,,,,
p128-l14_20250404-160805,,,,q11,,không yêu cầu,,gần ngay svd phú thọ,,
p128-l15_20250404-160805,,,,q3,,không yêu cầu,,,,
p128-l3_20250404-160805,3 triệu,,phòng trọ,quận 11,máy lạnh;tủ lạnh,không yêu cầu,,gần đầm sen  …,,
p128-l7_20250404-160805,",k",,,q10,,không yêu cầu,,,,
p128-l8_20250404-160805,", k",,chung cư mini,quận 3,,không yêu cầu,,gần q3;gần bùng binh nguyễn thái sơn;gần ngay bờ kè thoáng mát,,
p129-l16_20250404-160805,,40m2,chung cư mini,quận 4,,không yêu cầu,,,1.0,
p129-l19_20250404-160805,3tr,,,quận 11,,không yêu cầu,,gần đại học văn hiến và đại học hồng bàng,,
p129-l7_20250404-160805,,,chung cư mini,quận 3,ban công,không yêu cầu,,,1.0,
p129-l8_20250404-160805,,,,q12,,không yêu cầu,,,,
p129-l9_20250404-160805,4k,35m2,,nguyễn trãi,,không yêu cầu,,,,
p13-l12_20250404-160139,", tr",,,quận 10,,nam,,gần việt nam quốc tự;gần vòng xoay dân chủ nằm sát tòa nhà viettel,,
p13-l14_20250404-160139,", k",,chung cư mini,nguyễn trãi,máy lạnh;máy giặt;tủ lạnh,nữ,,,,
p13-l15_20250404-160139,4tr,,,q10,máy lạnh;ban công;tủ lạnh,không yêu cầu,,gần toà nhà viettel  nhà mới tinh nội thất cao cấp y hình  tối đa 2 xe (free)  tiện ích: nệm,,
p13-l3_20250404-160139,,,,q10,ban công,không yêu cầu,,,,
p13-l5_20250404-160139,,,phòng trọ,quận 5,máy lạnh;ban công,không yêu cầu,,gần trung tâm;gần chợ;gần bệnh viện đại học y dược;gần các khu vực đông công nhân;gần các trường: 	•	đh sài gòn 	•	đh khoa học tự nhiên 	•	đh sư phạm tp,,
p13-l8_20250404-160139,", k",,chung cư mini,,,không yêu cầu,,,,
p130-l10_20250404-160805,4tr,,,,,không yêu cầu,,,,
p130-l13_20250404-160805,", k",,,quận 4,ban công,không yêu cầu,,,,
p130-l3_20250404-160805,4k,,,quận 3,,không yêu cầu,,,,
p130-l5_20250404-160805,4tr,,,,ban công;máy giặt,không yêu cầu,,gần chợ siêu thị,,
p130-l9_20250404-160805,", k",25m2,chung cư mini,quận 7,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần chợ lý phục man,,
p131-l11_20250404-160805,200k,,,q11,máy lạnh,không yêu cầu,,gần q10  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p131-l15_20250404-160805,,200m,,nguyễn trãi,,không yêu cầu,,,,
p131-l17_20250404-160805,,,phòng trọ,,,không yêu cầu,,,,
p131-l19_20250404-160805,3k,,,quận 7,máy giặt,không yêu cầu,,gần siêu thị go nguyễn thị thập,,
p131-l6_20250404-160805,5tr,25 m,,quận 10,,không yêu cầu,,,,
p131-l9_20250404-160805,", k",,,,,không yêu cầu,,gần cầu tham lương;gần đường tô ký,,
p132-l12_20250404-160805,.  tr,,chung cư mini,quận 4,,không yêu cầu,,,,
p132-l18_20250404-160805,,7m,,quận 8,ban công,không yêu cầu,,,,
p132-l5_20250404-160805,,,,,,không yêu cầu,,,,
p134-l14_20250404-172843,4k,,,q10,ban công;tủ lạnh,không yêu cầu,,,,
p134-l15_20250404-172843,3k,,,q11,wifi;máy giặt,không yêu cầu,,gần sân phú thọ,,
p135-l0_20250404-172843,,,chung cư mini,,máy lạnh,không yêu cầu,,gần đầm sen,,
p135-l13_20250404-172843,", tr",,,quận 6,máy giặt,không yêu cầu,,gần cầu phạm văn chí;gần chợ,,
p135-l1_20250404-172843,3tr,,,q11,ban công,không yêu cầu,,gần chợ và siêu thị tiện lợi;gần đại học văn hiến,,
p135-l6_20250404-172843,200k,,,,,không yêu cầu,,,,
p136-l19_20250404-172843,,,,quận 5,,không yêu cầu,,,,
p136-l3_20250404-172843,7tr,,chung cư mini,quận 1,,không yêu cầu,,gần siêu thị,1.0,
p136-l5_20250404-172843,", tr",,chung cư mini,quận 3,,không yêu cầu,,gần siêu thị,1.0,
p137-l12_20250404-172843,", k",25m2,chung cư mini,quận 10,ban công,không yêu cầu,,,,
p137-l13_20250404-172843,3tr,,chung cư mini,,máy lạnh,không yêu cầu,,,,
p137-l16_20250404-172843,,,chung cư mini,quận 10,,không yêu cầu,,,1.0,
p137-l18_20250404-172843,3tr,,,,,không yêu cầu,,,,
p138-l0_20250404-172843,4k,,,quận 10,,không yêu cầu,,,,
p138-l11_20250404-172843,,,,quận 11,,không yêu cầu,,gần đh văn hiến   địa chỉ: hoà bình quận 11  • thuận tiện di chuyển qua các quận trung tâm: quận 10,,
p138-l15_20250404-172843,", k",,,quận 11,máy giặt,không yêu cầu,,,,
p139-l17_20250404-172843,,,,,,không yêu cầu,,,,
p139-l19_20250404-172843,", k",,chung cư mini,quận 10,,không yêu cầu,,gần các trường đh nổi tiếng các địa điểm ăn uống vui chơi giải trí  được thiết kế dạng duplex nên rất tối ưu diện tích  phòng có cửa sổ to thoáng mát,,
p139-l6_20250404-172843,,,,q6,,không yêu cầu,,,,
p14-l10_20250404-160139,7 k,300m,phòng trọ,q7,wifi;máy lạnh;máy giặt,không yêu cầu,,gần 432 nguyễn thị thập là đường 36 - cách lotte 300m )  ✅84 nguyễn tất thành q4 ( cách đại học luật 200m )  ✅hẻm c4 đường phạm hùng q8 ( trọn gói chỉ 950k )  ✅hẻm 350 huỳnh tấn phát q7 ( đối diện khu chế xuất tân thuận )   ✅ 338/18 an dương vương p4 q5 ( cách đại học sài gòn;gần đh nguyễn tất thành,,
p14-l11_20250404-160139,5 tr,,,,,không yêu cầu,,,,
p14-l16_20250404-160139,,,,,,không yêu cầu,,gần đh kinh tế,,
p14-l17_20250404-160139,200k,,,q5,máy lạnh,không yêu cầu,,gần nguyễn tri phương q10  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 200k khi thuê phòng bất kì qua tin này,,
p14-l19_20250404-160139,,300m,,q4,máy lạnh;máy giặt,không yêu cầu,,,,
p14-l1_20250404-160139,3tr,,,,,không yêu cầu,,gần chợ tân liêm,,
p140-l13_20250404-172843,,,,quận 6,,không yêu cầu,,,,
p140-l16_20250404-172843,", tr",,,,wifi;ban công,không yêu cầu,,gần bộ công an,1.0,
p140-l4_20250404-172843,3tr,,phòng ghép,,,không yêu cầu,,gần đó cho sinh viên •xung quanh nhiều tiện ích  •gần các tuyến đường lớn  •bảo vệ 24/7 - giờ giấc tự do  •phòng sạch sẽ - thoáng mát •khu an ninh cao - hầm xe rộng rãi •ở ghép thoải mái - ko gác 3tr - có gác 3tr5  liên hệ ngay sđt/zalo để được tư vấn và hỗ trợ,,
p141-l10_20250404-172843,,,,,máy giặt,không yêu cầu,,,,
p141-l19_20250404-172843,1 tr,,,q10,wifi;máy lạnh,không yêu cầu,,,,
p142-l15_20250404-172843,", k",,,q5,máy giặt,không yêu cầu,,gần sgu,,
p142-l19_20250404-172843,6tr,30 m,,quận 3,tủ lạnh,không yêu cầu,,gần @đại học hoa sen kinh tế - hcm sư phạm – sài gòn văn hiến @trung tâm thương mại – mua sắm zone – nguyễn văn cừ chợ hồ thị kỷ @giao thông thuận tiện quận 3 quận 10 quận bình thạnh ,,
p142-l8_20250404-172843,2tr,,,q6,,không yêu cầu,,,,
p143-l0_20250404-172843,6tr,40 m,,quận 1,máy giặt;tủ lạnh,không yêu cầu,,gần đại học  sài gòn  khoa học - tự nhiên kinh tế - hồ chí minh y dược sư phạm văn hiến trung tâm thương mại - mua sắm zone nguyễn văn cừ chợ chuối giao thông thuận tiện quận 1 quận 10 quận bình thạnh ,,
p143-l18_20250404-172843,", k",,chung cư mini,q5,máy giặt,không yêu cầu,,,,
p143-l2_20250404-172843,,,,quận 11,,không yêu cầu,,gần các trường đại học - aeon tân phú  liên hệ trực tiếp qua xem phòng,,
p144-l1_20250404-172843,", k",,,q10,,không yêu cầu,,gần vạn hạnh mall   địa chỉ: sư vạn hạnh q10   ưu điểm:  ✅ thang máy,1.0,
p144-l5_20250404-172843,7  k,,,quận 5,,không yêu cầu,,gần cầu nguyễn văn cừ   gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p144-l7_20250404-172843,200k,,,q11,máy lạnh,không yêu cầu,,gần kênh tân hóa q11 - đầm sen  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p145-l10_20250404-172843,3k,,,q11,wifi;máy giặt,không yêu cầu,,gần sân phú thọ,,
p145-l16_20250404-172843,,,,,,không yêu cầu,,gần đại học sài gòn,,
p145-l18_20250404-172843,", k",,,quận 1,,không yêu cầu,,gần các trường đh y dược,,
p145-l19_20250404-172843,"7, tr",,,q7,,không yêu cầu,,gần lotte mart q7;gần đường nguyễn thị thập,,
p145-l5_20250404-172843,", k",,,,máy lạnh,không yêu cầu,,,,
p145-l6_20250404-172843,", k",,phòng trọ,quận 1,,không yêu cầu,,gần các trường học như trường tiểu học chương dương;gần đó như hồ hảo hớn (cách khoảng 6 phút đi bộ) và trường tiểu học chương dương (khoảng 7 phút đi bộ),,
p145-l7_20250404-172843,4k,30m2,,quận 3,ban công,không yêu cầu,,gần coopmart nhiêu lộc,,
p145-l8_20250404-172843,6 triệu,25m2,chung cư mini,quận 3,máy lạnh;tủ lạnh,không yêu cầu,,,,
p146-l15_20250404-172843,,,phòng trọ,q7,,không yêu cầu,,gần trung tâm  thang máy  hầm xe/ bãi xe  mặt tiền an ninh  - không chung chủ   - giờ giấc tự do   - giấy tờ hợp đồng,,
p146-l19_20250404-172843,6  tr,,,q6,ban công,không yêu cầu,,,,
p147-l11_20250404-172843,", k",,,q10,,không yêu cầu,,gần q10 q5    gần bệnh viện chợ rẫy,,
p147-l3_20250404-172843,", k",,chung cư mini,quận 3,,không yêu cầu,,gần siêu thị,1.0,
p147-l4_20250404-172843,7tr,,chung cư mini,quận 3,ban công,không yêu cầu,,gần siêu thị,1.0,
p147-l9_20250404-172843,4k,,,q11,,không yêu cầu,,gần đh y dược,,
p148-l12_20250404-172843,1tr,,phòng khép kín,,,không yêu cầu,,,,
p148-l14_20250404-172843,", k",35m2,phòng trọ,quận 7,,không yêu cầu,,,,
p148-l17_20250404-172843,", k",,phòng trọ,quận 10,ban công;máy giặt;tủ lạnh,không yêu cầu,,gần toà nhà viettel - ngay vòng xoay dân chủ  gần các địa điểm nổi tiếng: đh bách khoa,,
p148-l3_20250404-172843,4tr,,,,máy giặt,không yêu cầu,,,,
p149-l15_20250404-172843,.   k,,phòng trọ,quận 1,,không yêu cầu,,,,
p149-l2_20250404-172843,5tr,,,quận 10,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p15-l9_20250404-160139,4k,,,quận 10,wifi;máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p150-l11_20250404-172843,", k",,chung cư mini,quận 3,ban công,không yêu cầu,,,,
p150-l12_20250404-172843,7tr,45 m,,,máy giặt;tủ lạnh,không yêu cầu,,,,
p150-l5_20250404-172843,,,,quận 1,,không yêu cầu,,,,
p150-l7_20250404-172843,4.000k,,,quận 1,,không yêu cầu,,gần phố đi bộ bùi viện,,
p150-l8_20250404-172843,", k",,chung cư mini,quận 10,ban công,không yêu cầu,,gần vạn hạnh mall,,
p151-l19_20250404-172843,", k",,,quận 10,,không yêu cầu,,gần nhiều bệnh viện lớn ;gần các đh lớn như ueh ,,
p151-l3_20250404-172843,", k",,,quận 4,ban công,không yêu cầu,,gần cầu ông lãnh - phòng full nội thất như hình - giờ giấc tự do;gần nhiều quán ăn,,
p151-l5_20250404-172843,", tr",,phòng trọ,,máy lạnh;ban công,không yêu cầu,,gần đầm sen – không phí dịch vụ  ‼️ phòng đẹp;gần đầm sen,,
p151-l6_20250404-172843,"3,8k",,,q3,máy lạnh,không yêu cầu,,,,
p152-l16_20250404-172843,7  k,,,q6,,không yêu cầu,,gần q5  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 200k khi thuê phòng bất kì qua tin này,,
p152-l19_20250404-172843,7  k,,,q5,,không yêu cầu,,gần cầu chà và  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p152-l6_20250404-172843,3tr,,,,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p153-l11_20250404-172843,200k,,,q10,máy lạnh;ban công,không yêu cầu,,gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p153-l16_20250404-172843,7tr,40m2,chung cư mini,,,không yêu cầu,,,,
p153-l1_20250404-172843,", tr",,chung cư mini,,,không yêu cầu,,gần siêu thị,1.0,
p153-l3_20250404-172843,", tr",5.5 m,chung cư mini,,,không yêu cầu,,gần siêu thị,1.0,
p153-l5_20250404-172843,,,,quận 6,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p154-l0_20250404-172843,3tr,,,quận 10,máy lạnh,không yêu cầu,,,,
p154-l11_20250404-172843,500k,,,quận 5,ban công,không yêu cầu,,gần chợ ,,
p154-l16_20250404-172843,,,,,máy giặt,không yêu cầu,,,,
p154-l17_20250404-172843,,,,q6,,không yêu cầu,,gần chợ  • khu vực sát q5 gần đh y dược   điện 4,,
p154-l18_20250404-172843,,,,,máy giặt;tủ lạnh,không yêu cầu,,,,
p154-l8_20250404-172843,", k",50m,,quận 10,,không yêu cầu,,gần nhiều bệnh viện lớn ;gần các đh lớn như ueh ,,
p155-l16_20250404-172843,", k",,,,,không yêu cầu,,,,
p155-l6_20250404-172843,,,,quận 8,,không yêu cầu,,,,
p155-l7_20250404-172843,3tr,,,q10,ban công,không yêu cầu,,gần : đại học bách khoa ,,
p156-l15_20250404-172843,"3, k",,,quận 3,máy giặt,không yêu cầu,,,,
p156-l6_20250404-172843,,,,,máy giặt,không yêu cầu,,,,
p157-l14_20250404-173602,,800m,,quận 10,ban công;máy giặt,không yêu cầu,,gần ngã bãy lý thái tổ;gần : đại học bách khoa ,,
p157-l15_20250404-173602,,,,,máy giặt,không yêu cầu,,,,
p157-l16_20250404-173602,,,,quận 6,máy giặt;tủ lạnh,không yêu cầu,,,,
p157-l19_20250404-173602,1 tr,,,q10,máy lạnh,không yêu cầu,,,,
p157-l1_20250404-173602,", tr",,chung cư mini,tphcm,máy lạnh;ban công;tủ lạnh,không yêu cầu,,,,
p157-l5_20250404-173602,", k",,,quận 6,máy lạnh;ban công;máy giặt,không yêu cầu,,gần aeon bình tân  liên hệ ngay long nhật nhé,,
p157-l8_20250404-173602,", tr",,phòng trọ,tphcm,máy lạnh;ban công,không yêu cầu,,gần đại học văn hiến;gần khu chợ,,
p158-l17_20250404-173602,. k,,chung cư mini,q5,máy giặt,không yêu cầu,,,,
p159-l10_20250404-173602,", k",,chung cư mini,quận 10,ban công,không yêu cầu,,gần công viên lê thị riêng  ưu đãi giảm giá tháng đầu cho khách ở sớm  dạng phòng trọ mini có gác phòng được trang bị nội thất cơ bản ban công,1.0,
p159-l13_20250404-173602,", tr",,,quận 3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần khu vực: tòa nhà lớn: khu vực này gần nhiều tòa nhà văn phòng cao cấp,,
p159-l2_20250404-173602,4k,,phòng trọ,q1,,không yêu cầu,,gần phố tây bùi viện )  ưu điểm:  ✅ nhà khu yên tĩnh  ✅ cam kết như ảnh  ✅ giá sinh viên   -  giờ giấc tự do,,
p159-l7_20250404-173602,", tr",,,q10,wifi;máy lạnh,không yêu cầu,,gần vòng xoay lý thái tổ ,,
p16-l13_20250404-160139,4tr,,,quận 7,,không yêu cầu,,,,
p16-l9_20250404-160139,,1m,phòng trọ,quận 11,,không yêu cầu,,,,
p160-l14_20250404-173602,", k",,,quận 12,wifi;máy lạnh,không yêu cầu,,gần quận 12 hóc môn   - full nt: máy lạnh,,
p160-l2_20250404-173602,.  tr,500m,,quận 10,máy lạnh;máy giặt,không yêu cầu,,gần các tuyến đường huyết mạch như 3 tháng 2;gần đó: trung tâm thương mại vạn hạnh mall: chỉ cần đi bộ vài phút là đến trung tâm mua sắm   bệnh viện đa khoa vạn hạnh: gần đó có bệnh viện lớn;gần các trường: trường đại học bách khoa tp,,
p160-l4_20250404-173602,", k",,chung cư mini,,,không yêu cầu,,gần vòng xoay dân chủ,1.0,
p161-l17_20250404-173602,", k",,,q10,ban công,không yêu cầu,,,,
p161-l7_20250404-173602,", k",,,q11,,không yêu cầu,,,,
p162-l0_20250404-173602,,,,quận 7,,không yêu cầu,,gần khu chế xuất tân thuận,,
p162-l15_20250404-173602,", k",30m²,chung cư mini,quận 6,,không yêu cầu,,,,
p163-l11_20250404-173602,3tr,,,,máy lạnh;tủ lạnh,nữ,,,,
p163-l13_20250404-173602,3tr,,,q6,ban công,không yêu cầu,,gần đh y dược,,
p163-l14_20250404-173602,2tr,3 m,phòng trọ,,máy giặt,không yêu cầu,,,,
p163-l17_20250404-173602,1 tr,,,q10,wifi;máy lạnh,không yêu cầu,,,,
p164-l19_20250404-173602,3   tr,,,quận 3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần vx dân chủ ,,
p164-l2_20250404-173602,300k,,phòng trọ,quận 10,wifi;máy lạnh,không yêu cầu,,,,
p165-l12_20250404-173602,4k,,,q10,ban công,không yêu cầu,,gần ngay công viên lê thị riêng   địa chỉ: bắc hải - q10  => cửa sổ 4,,
p165-l4_20250404-173602,", k",,,quận 12,,không yêu cầu,,,,
p165-l5_20250404-173602,,,,,,không yêu cầu,,,,
p165-l9_20250404-173602,3tr,,chung cư mini,,wifi;ban công,không yêu cầu,,gần các trường đh lớn  ❗️toà nhà vừa khai trương hơn 27 phòng các phòng có giá và diện tích khác nhau: 3tr4,1.0,
p166-l13_20250404-173602,4tr,,,quận 6,máy lạnh;tủ lạnh,không yêu cầu,,gần cầu phạm văn chí,,
p167-l11_20250404-173602,,,,,ban công,không yêu cầu,,,,
p167-l15_20250404-173602,,,,,máy giặt,không yêu cầu,,gần chợ siêu thị;gần chợ bến thành,,
p167-l5_20250404-173602,", k",,phòng trọ,q6,,không yêu cầu,,gần nhiều tiện ích   • thuận tiện di chuyển các quận trung tâm    liên hệ ngay !!,,
p167-l8_20250404-173602,500k,,phòng trọ,q3,,không yêu cầu,,gần cầu trần quang diệu   địa chỉ: hoàng sa - q3   ưu điểm:  ✅ giá sinh viên  ✅ cam kết như ảnh  ✅ tặng voucher 300-500k  - giờ giấc tự do,,
p168-l0_20250404-173602,1 tr,,,q10,wifi;máy lạnh,không yêu cầu,,,,
