,filename,address
235,p155-l7_20250404-172843,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh"
236,p156-l15_20250404-172843,"Đường Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
237,p156-l6_20250404-172843,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh"
238,p157-l14_20250404-173602,"Đường Ngô Gia Tự, Phường 2, Quận 10, Tp Hồ Chí Minh"
239,p157-l15_20250404-173602,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh"
240,p157-l16_20250404-173602,"Đường Hậu Giang, Phường 2, Quận 6, Tp Hồ Chí Minh"
241,p157-l19_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh"
242,p157-l1_20250404-173602,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh"
243,p157-l5_20250404-173602,"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh"
244,p157-l8_20250404-173602,"Đường Lạc Long Quân, Phường 5, Quận 5, Tp Hồ Chí Minh"
245,p158-l17_20250404-173602,"Đường Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh"
246,p159-l10_20250404-173602,"Đường Cách Mạng Tháng Tám, Phường 7, Quận 10, Tp Hồ Chí Minh"
247,p159-l13_20250404-173602,"190, Đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
248,p159-l2_20250404-173602,"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh"
249,p159-l7_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 5, Tp Hồ Chí Minh"
250,p16-l13_20250404-160139,"Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
251,p16-l9_20250404-160139,"Đường Ba Tháng Hai, Phường 12, Quận 10, Tp Hồ Chí Minh"
252,p160-l14_20250404-173602,"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh"
253,p160-l2_20250404-173602,"16, Đường Trần Thiện Chánh, Phường 12, Quận 10, Tp Hồ Chí Minh"
254,p160-l4_20250404-173602,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh"
255,p161-l17_20250404-173602,"Hẻm 521/97 Cách mạng tháng 8, Phường 13, Quận 10, Tp Hồ Chí Minh"
256,p161-l7_20250404-173602,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh"
257,p162-l0_20250404-173602,"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
258,p162-l15_20250404-173602,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh"
259,p163-l11_20250404-173602,"Đường Nguyễn Biểu, Phường 2, Quận 5, Tp Hồ Chí Minh"
260,p163-l13_20250404-173602,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh"
261,p163-l14_20250404-173602,"Cầu vượt Quang Trung 2, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh"
262,p163-l17_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh"
263,p164-l19_20250404-173602,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh"
264,p164-l2_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh"
265,p165-l12_20250404-173602,"Đường Bắc Hải, Phường 6, Quận 10, Tp Hồ Chí Minh"
266,p165-l4_20250404-173602,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh"
267,p165-l5_20250404-173602,"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh"
268,p165-l9_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh"
269,p166-l13_20250404-173602,"Đường Số 52, Phường 10, Quận 6, Tp Hồ Chí Minh"
270,p167-l11_20250404-173602,"Đường Hiệp Thành 5, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh"
271,p167-l15_20250404-173602,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh"
272,p167-l5_20250404-173602,"Đường Kinh Dương Vương, , Quận 6, Tp Hồ Chí Minh"
273,p167-l8_20250404-173602,"Đường Hoàng Sa, Phường 9, Quận 3, Tp Hồ Chí Minh"
274,p168-l0_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh"
275,p168-l17_20250404-173602,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh"
276,p168-l1_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh"
277,p168-l5_20250404-173602,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh"
278,p168-l8_20250404-173602,"359, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh"
279,p169-l13_20250404-173602,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh"
280,p169-l18_20250404-173602,"Đường Vòng xoay Lê Đại Hành, Phường 11, Quận 11, Tp Hồ Chí Minh"
281,p17-l12_20250404-160139,"Đường Hậu Giang, Phường 13, Quận 5, Tp Hồ Chí Minh"
282,p17-l13_20250404-160139,"Đường Vòng xoay Phú Lâm, Phường 14, Quận 5, Tp Hồ Chí Minh"
283,p17-l16_20250404-160139,"Đường Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh"
284,p17-l5_20250404-160139,"Đường Bắc Hải, Phường 9, Quận 10, Tp Hồ Chí Minh"
285,p170-l0_20250404-173602,"Đường Tân Hóa, Phường 3, Quận 11, Tp Hồ Chí Minh"
286,p170-l5_20250404-173602,"Đường An Bình, Phường 7, Quận 5, Tp Hồ Chí Minh"
287,p171-l14_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh"
288,p171-l19_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh"
289,p172-l0_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh"
290,p172-l19_20250404-173602,"Đường Kinh Dương Vương, Phường 12, Quận 6, Tp Hồ Chí Minh"
291,p172-l1_20250404-173602,"Đường Vĩnh Viễn, Phường 2, Quận 10, Tp Hồ Chí Minh"
292,p172-l2_20250404-173602,"Đường Ðinh Công Tráng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh"
293,p172-l4_20250404-173602,"Đường Tô Hiến Thành, Phường 15, Quận 10, Tp Hồ Chí Minh"
294,p172-l6_20250404-173602,"Đường Vòng xoay Phú Lâm, Phường 12, Quận 5, Tp Hồ Chí Minh"
295,p172-l7_20250404-173602,"Đường An Dương Vương, Phường 13, Quận 6, Tp Hồ Chí Minh"
296,p173-l14_20250404-173602,"Đường Xóm Chiếu, Phường 15, Quận 4, Tp Hồ Chí Minh"
297,p173-l1_20250404-173602,"Đường Nguyễn Văn Luông, Phường 10, Quận 6, Tp Hồ Chí Minh"
298,p173-l5_20250404-173602,"Đường Tô Hiến Thành, Phường 15, Quận 10, Tp Hồ Chí Minh"
299,p173-l6_20250404-173602,"Đường Bắc Hải, Phường 15, Quận 10, Tp Hồ Chí Minh"
300,p173-l7_20250404-173602,"152, Lý Chính Thắng , Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
301,p174-l11_20250404-173602,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh"
302,p174-l15_20250404-173602,"Đường Hồng Bàng, Phường 11, Quận 5, Tp Hồ Chí Minh"
303,p174-l16_20250404-173602,"Đường Khánh Hội, Phường 9, Quận 4, Tp Hồ Chí Minh"
304,p174-l18_20250404-173602,"Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh"
305,p174-l1_20250404-173602,"Đường Hậu Giang, Phường 2, Quận 6, Tp Hồ Chí Minh"
306,p174-l5_20250404-173602,"Đường Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh"
307,p175-l0_20250404-173602,"Đường Trần Bình Trọng, Phường 2, Quận 5, Tp Hồ Chí Minh"
308,p175-l2_20250404-173602,"Đường Bãi Sậy, Phường 13, Quận 5, Tp Hồ Chí Minh"
309,p175-l3_20250404-173602,"Đường Trần Bình Trọng, Phường 2, Quận 5, Tp Hồ Chí Minh"
310,p175-l6_20250404-173602,"83, Đường Trương Định, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
311,p175-l8_20250404-173602,"176, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
312,p175-l9_20250404-173602,"Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
313,p176-l15_20250404-173602,"Đường Hồng Bàng, Phường 11, Quận 5, Tp Hồ Chí Minh"
314,p176-l16_20250404-173602,"Đường Hồng Bàng, Phường 11, Quận 5, Tp Hồ Chí Minh"
315,p176-l18_20250404-173602,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh"
316,p176-l2_20250404-173602,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
317,p176-l5_20250404-173602,"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh"
318,p176-l9_20250404-173602,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh"
319,p177-l12_20250404-173602,"359/21, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh"
320,p177-l7_20250404-173602,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh"
321,p177-l9_20250404-173602,"Đường Nguyễn Thị Nhỏ, Phường 15, Quận 10, Tp Hồ Chí Minh"
322,p178-l5_20250404-173602,"182, Đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
323,p178-l6_20250404-173602,"381/2, Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh"
324,p178-l7_20250404-173602,"Cầu Nguyễn Văn Cừ, Phường 10, Quận 5, Tp Hồ Chí Minh"
325,p178-l9_20250404-173602,"44, Nguyễn Ngọc Lộc, Phường 14, Quận 10, Tp Hồ Chí Minh"
326,p179-l11_20250404-173602,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh"
327,p179-l12_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh"
328,p179-l17_20250404-173602,"Phạm Hữu Lầu, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh"
329,p18-l10_20250404-160139,"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh"
330,p18-l3_20250404-160139,"Đường Nguyễn Văn Đừng, Phường 6, Quận 5, Tp Hồ Chí Minh"
331,p180-l11_20250404-173602,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh"
332,p180-l13_20250404-173602,"Đường Võ Văn Kiệt, Phường 13, Quận 5, Tp Hồ Chí Minh"
333,p180-l14_20250404-173602,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh"
334,p180-l16_20250404-173602,"Đường Bình Tiên, Phường 7, Quận 6, Tp Hồ Chí Minh"
335,p180-l5_20250404-173602,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh"
336,p181-l0_20250404-173602,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh"
337,p181-l14_20250404-173602,"Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh"
338,p181-l15_20250404-173602,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh"
339,p181-l6_20250404-173602,"Đường Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh"
340,p182-l10_20250404-173602,"Đường Hậu Giang, Phường 10, Quận 6, Tp Hồ Chí Minh"
341,p182-l14_20250404-173602,"Đường Lê Tuấn Mậu, Phường 13, Quận 6, Tp Hồ Chí Minh"
342,p182-l16_20250404-173602,"Đường Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh"
343,p182-l17_20250404-173602,"156, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
344,p182-l18_20250404-173602,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
345,p182-l2_20250404-173602,"Đường Hoàng Sa, Phường 9, Quận 3, Tp Hồ Chí Minh"
346,p183-l10_20250404-173602,"Trần Đình Xu, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh"
347,p183-l12_20250404-173602,"Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh"
348,p183-l7_20250404-173602,"Đường Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
349,p183-l8_20250404-173602,"Đường Vĩnh Khánh, Phường 10, Quận 4, Tp Hồ Chí Minh"
350,p184-l11_20250404-173602,"Đường Trần Quang Khải, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh"
351,p184-l12_20250404-173602,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
352,p184-l14_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh"
353,p184-l1_20250404-173602,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh"
354,p184-l6_20250404-173602,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh"
355,p185-l19_20250404-173602,"Đường Lê Thánh Tôn, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh"
356,p185-l3_20250404-173602,"Đường Ðường Số 1 Cư Xá Đô Thành, Phường 4, Quận 3, Tp Hồ Chí Minh"
357,p186-l10_20250404-173602,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh"
358,p186-l11_20250404-173602,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh"
359,p186-l16_20250404-173602,"Đường Bà Hạt, Phường 4, Quận 10, Tp Hồ Chí Minh"
360,p186-l5_20250404-173602,"Đường Hồng Bàng, Phường 1, Quận 11, Tp Hồ Chí Minh"
361,p186-l7_20250404-173602,"Đường Âu Cơ, Phường 14, Quận 11, Tp Hồ Chí Minh"
362,p187-l19_20250404-173602,"Đường Tôn Thất Thuyết, Phường 16, Quận 4, Tp Hồ Chí Minh"
363,p187-l1_20250404-173602,"244, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh"
364,p187-l3_20250404-173602,"Đường Quán Tre, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh"
365,p188-l12_20250404-173602,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh"
366,p188-l1_20250404-173602,"Đường Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
367,p188-l5_20250404-173602,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh"
368,p188-l8_20250404-173602,"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh"
369,p189-l10_20250404-173602,"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh"
370,p189-l11_20250404-173602,"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh"
371,p189-l2_20250404-173602,"142, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
372,p19-l13_20250404-160139,"Đường Trần Hưng Đạo, Phường 6, Quận 5, Tp Hồ Chí Minh"
373,p19-l3_20250404-160139,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh"
374,p190-l4_20250404-173602,"Đường Võ Văn Kiệt, Phường 10, Quận 5, Tp Hồ Chí Minh"
375,p190-l5_20250404-173602,"Chợ Lớn, Phường 10, Quận 5, Tp Hồ Chí Minh"
376,p190-l6_20250404-173602,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh"
377,p191-l14_20250404-173602,"320, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
378,p191-l15_20250404-173602,"Hẻm 359, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh"
379,p191-l19_20250404-173602,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh"
380,p191-l1_20250404-173602,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh"
381,p191-l4_20250404-173602,"Đường Nguyễn Tri Phương, Phường 5, Quận 5, Tp Hồ Chí Minh"
382,p191-l9_20250404-173602,"Đường Cách Mạng Tháng 8, Phường 4, Quận 3, Tp Hồ Chí Minh"
383,p192-l2_20250404-173602,"429, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh"
384,p192-l3_20250404-173602,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
385,p193-l15_20250404-173602,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh"
386,p193-l6_20250404-173602,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh"
387,p193-l7_20250404-173602,"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
388,p194-l15_20250404-173602,"Cách Mạng Tháng Tám, Phường 13, Quận 10, Tp Hồ Chí Minh"
389,p194-l18_20250404-173602,"Đường An Dương Vương, Phường 11, Quận 6, Tp Hồ Chí Minh"
390,p194-l3_20250404-173602,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh"
391,p194-l6_20250404-173602,"Đường Ba Tháng Hai, Phường 14, Quận 10, Tp Hồ Chí Minh"
392,p194-l9_20250404-173602,"Chợ Lớn, Phường 12, Quận 5, Tp Hồ Chí Minh"
393,p195-l11_20250404-173602,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh"
394,p195-l15_20250404-173602,"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
395,p195-l16_20250404-173602,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh"
396,p195-l17_20250404-173602,"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
397,p195-l1_20250404-173602,"Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh"
398,p195-l8_20250404-173602,"268, Nguyễn Thái Bình, Phường 15, Quận 10, Tp Hồ Chí Minh"
399,p196-l13_20250404-173602,"Chợ Lớn, Phường 12, Quận 5, Tp Hồ Chí Minh"
400,p197-l12_20250404-173602,"Đường Đoàn Văn Bơ, Phường 18, Quận 4, Tp Hồ Chí Minh"
401,p197-l14_20250404-173602,"Đường Đoàn Văn Bơ, Phường 18, Quận 4, Tp Hồ Chí Minh"
402,p197-l4_20250404-173602,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
403,p197-l6_20250404-173602,"34, Hẻm 34 Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
404,p198-l10_20250404-173602,"1321, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh"
405,p198-l11_20250404-173602,"Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh"
406,p198-l12_20250404-173602,"281, Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh"
407,p198-l15_20250404-173602,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
408,p198-l16_20250404-173602,"Đường Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
409,p198-l9_20250404-173602,"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh"
410,p199-l0_20250404-173602,"Tân Mỹ, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
411,p199-l8_20250404-173602,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh"
412,p199-l9_20250404-173602,"Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh"
413,p2-l0_20250404-155959,"số 1, Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh"
414,p2-l10_20250404-155959,"Đường Bắc Hải, Phường 6, Quận 10, Tp Hồ Chí Minh"
415,p20-l12_20250404-160139,"Đường Xóm Đất, Phường 10, Quận 11, Tp Hồ Chí Minh"
416,p20-l13_20250404-160139,"Đường Nguyễn Văn Luông, Phường 10, Quận 6, Tp Hồ Chí Minh"
417,p20-l3_20250404-160139,"Đường Nguyễn Văn Giai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh"
418,p20-l8_20250404-160139,"Đường Hồng Bàng, Phường 1, Quận 11, Tp Hồ Chí Minh"
419,p200-l14_20250404-173602,"Hẻm 5 Nguyễn Trung Ngạn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh"
420,p200-l3_20250404-173602,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh"
421,p21-l11_20250404-160139,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh"
422,p21-l3_20250404-160139,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh"
423,p21-l6_20250404-160139,"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh"
424,p21-l8_20250404-160139,"142, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh"
425,p22-l11_20250404-160139,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh"
426,p22-l16_20250404-160139,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh"
427,p22-l19_20250404-160139,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh"
428,p22-l2_20250404-160139,"Cầu Nguyễn Văn Cừ, Phường 1, Quận 5, Tp Hồ Chí Minh"
429,p23-l3_20250404-160139,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh"
430,p23-l6_20250404-160139,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh"
431,p24-l12_20250404-160139,"Đường Trần Hưng Đạo, Phường 5, Quận 5, Tp Hồ Chí Minh"
432,p24-l15_20250404-160139,"Đường Bình Phú, Phường 11, Quận 6, Tp Hồ Chí Minh"
433,p24-l5_20250404-160139,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh"
434,p25-l16_20250404-160139,"Nguyễn Tri Phương, Phường 6, Quận 10, Tp Hồ Chí Minh"
435,p25-l1_20250404-160139,"Đường Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh"
436,p26-l0_20250404-160139,"Đường Lê Hồng Phong, Phường 1, Quận 10, Tp Hồ Chí Minh"
437,p26-l12_20250404-160139,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
438,p26-l14_20250404-160139,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh"
439,p26-l9_20250404-160139,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh"
440,p27-l10_20250404-160139,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh"
441,p27-l15_20250404-160139,"Đường Bắc Hải, Phường 14, Quận 10, Tp Hồ Chí Minh"
442,p27-l16_20250404-160139,"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh"
443,p27-l17_20250404-160139,"CMT8 , Phường 15, Quận 10, Tp Hồ Chí Minh"
444,p27-l1_20250404-160139,"Cầu Nguyễn Văn Cừ, Phường 1, Quận 4, Tp Hồ Chí Minh"
445,p27-l2_20250404-160139,"Đường Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh"
446,p27-l4_20250404-160139,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh"
447,p28-l13_20250404-160139,"324, Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh"
448,p28-l18_20250404-160139,"Đường Đặng Dung, Phường Tân Định, Quận 1, Tp Hồ Chí Minh"
449,p29-l5_20250404-160805,"Đường Bắc Hải, Phường 14, Quận 10, Tp Hồ Chí Minh"
450,p3-l13_20250404-155959,"Hẻm 1506 Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh"
451,p3-l2_20250404-155959,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh"
452,p3-l3_20250404-155959,"Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh"
453,p30-l10_20250404-160805,"Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh"
454,p30-l14_20250404-160805,"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh"
455,p30-l15_20250404-160805,"Đường Hồng Bàng, Phường 9, Quận 6, Tp Hồ Chí Minh"
456,p30-l16_20250404-160805,"Đường Phạm Văn Chí, Phường 10, Quận 6, Tp Hồ Chí Minh"
457,p30-l19_20250404-160805,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh"
458,p30-l4_20250404-160805,"Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh"
459,p30-l5_20250404-160805,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh"
460,p30-l6_20250404-160805,"Đường Vòng xoay Lê Đại Hành, Phường 14, Quận 10, Tp Hồ Chí Minh"
461,p31-l1_20250404-160805,"Đường Lê Văn Sỹ, Phường 10, Quận 3, Tp Hồ Chí Minh"
462,p32-l13_20250404-160805,"Đường An Bình, Phường 5, Quận 5, Tp Hồ Chí Minh"
463,p33-l14_20250404-160805,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh"
464,p33-l17_20250404-160805,"Đường Số 33, Phường 11, Quận 6, Tp Hồ Chí Minh"
465,p33-l4_20250404-160805,"Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Tp Hồ Chí Minh"
466,p34-l17_20250404-160805,"Đường Ðiện Biên Phủ, Phường 10, Quận 10, Tp Hồ Chí Minh"
467,p35-l11_20250404-160805,"Hẻm 114 Ðề Thám, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh"
468,p35-l2_20250404-160805,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh"
469,p35-l3_20250404-160805,"Đường Nguyễn Tiểu La, Phường 5, Quận 10, Tp Hồ Chí Minh"
